sku,quantity,price
1060880,0,
1062717,,13.24
1314874,,8.59
1481734,,5.11
1689612,0,
2151918,0,
2154170,0,
2159434,0,
2165763,0,
2171289,0,
2186905,0,
2196077,0,
2209714,0,
2209889,0,
2215895,0,
2237836,0,
2374467,0,
2380288,0,
2513807,0,
2545444,0,
2564069,0,
3144087,,5.37
3522279,,3.71
3524009,,5.46
3595215,,10.37
3725658,,3.92
3824413,,10.40
3875154,,14.67
3904491,0,
3984608,,4.17
4052962,0,
4192389,,8.18
4227556,,8.52
4255380,,5.94
4327444,,7.45
4329932,,8.82
4330829,,27.63
4350557,,64.69
4351816,,10.04
929483,,3.62
