sku,quantity,price
1089183,,10.13
1510078,,61.10
1898326,,6.91
2368542,,7.27
2377560,,3.97
3704165,0,
3704759,0,
3705230,0,
3706041,0,
3706333,0,
3706946,0,
3707811,0,
3707976,0,
3708364,0,
3708382,0,
3708823,0,
3709059,0,
3709216,0,
3709961,0,
3710148,0,
3710916,0,
3711086,0,
3711602,0,
3712329,0,
3712389,0,
3885272,,6.14
3891441,,9.35
4111414,,6.32
4130726,,23.25
4284055,,5.34
4326164,,4.85
4370654,,17.31
4372242,,16.07
4397671,,9.68
4397934,,9.49
4399148,,10.34
966257,,3.72
822508,,3.68
848128,,14.51
946292,,10.05
