sku,quantity,price
1140805,,24.53
1269132,,3.82
1305990,,11.76
1344582,,16.22
1522649,,4.24
2308257,3,
2487112,,3.66
2684676,,5.53
2930765,0,
2932048,,11.46
3066545,0,
3087919,0,
3157391,,3.61
3169165,,9.10
3186565,0,
3237427,,14.65
3275882,0,
3428453,0,
3443944,0,
3447456,0,
3467960,0,
3475641,0,
3493316,0,
3494175,0,
3506359,0,
3512644,0,
3515974,0,
3531451,0,
3546512,0,
3563643,,13.07
3596715,0,
3597552,0,
3602567,0,
3947003,,5.96
3992399,,11.26
4143366,,13.59
4235745,,3.85
4261278,,8.07
4312738,,5.78
4329941,,3.86
