sku,quantity,price
1017649,2,
1099963,,5.92
1174162,0,
1187297,0,
1193762,0,
1197871,0,
1205537,0,
1206122,0,
1207993,0,
1208187,0,
1208511,0,
1234587,0,
1238496,0,
1241094,0,
1242946,0,
1250364,0,
1250923,0,
1252191,0,
1274813,0,
1298490,0,
1328252,0,
1377656,0,
1527634,2,
1630439,,9.14
1764559,,3.49
1894036,2,
2586423,,3.71
3031990,,6.37
3707654,2,
3725678,,18.48
3975481,,5.90
4147586,,46.07
4260476,,3.54
4277301,,6.46
4320962,,7.69
4329300,,5.04
4361154,,8.04
4367617,,8.10
677807,6,
880386,,9.51
