sku,quantity,price
1098465,,3.68
1113122,,8.62
1444258,,10.90
1712646,0,
2051508,0,
2067651,,5.17
2146196,0,
2162560,0,
2177156,0,
2180865,0,
2186581,0,
2195814,0,
2197231,0,
2226472,0,
2247337,0,
2259296,0,
2270913,0,
2331433,0,
2332091,0,
2681829,,5.92
3251003,,13.95
3619831,0,
3622573,0,
3640071,0,
3662059,,3.49
3681245,0,
3688709,0,
3844407,,3.94
3979531,,8.18
4091293,,12.92
4211864,,6.36
4219919,,3.70
4275619,,15.20
4275642,,6.61
4331749,,5.92
4335253,,38.68
4338644,,8.08
874660,,12.44
901163,,16.74
914351,,9.71
