sku,quantity,price
1212471,,4.24
1425192,,5.92
2088551,,10.46
2290504,,3.80
2295974,,11.46
2702289,0,
2706581,0,
2719008,0,
2735497,0,
2835474,0,
2883908,0,
3399202,,3.49
3563336,,6.95
3937411,,5.25
4020008,,4.78
4025676,,4.24
4114257,,17.97
4215819,0,
4218060,,11.56
4224777,,23.77
4225420,,5.24
4244918,,11.46
4249969,,4.22
4296470,,3.49
4309150,0,
4310956,0,
4337450,,3.53
4351643,0,
4353148,0,
4353970,0,
4354166,0,
4356758,0,
4358164,0,
4359155,0,
4360564,,43.00
4376689,0,
4378134,0,
4379000,0,
865961,0,
931261,,5.53
