sku,quantity,price
1175256,,47.25
1345760,,7.35
1589600,2,3.80
2096291,5,
2125921,2,3.53
2564576,1,
2921653,2,5.13
2973579,,6.47
3310512,,6.60
3462894,,4.96
4049751,,3.77
4063013,,8.07
4091741,,8.32
4113428,,41.44
4118689,0,
4124879,0,
4157131,0,
4167719,0,
4206601,0,
4213991,0,
4218986,0,
4229078,0,
4243270,0,
4263663,,13.09
4269390,0,
4293051,2,4.16
4296823,0,
4312068,0,
4317012,0,
4319782,0,
4321945,0,
4328601,0,
4337474,0,
4342931,0,
4344445,0,
4345811,0,
4368284,,6.08
959472,,5.75
727915,90,
922729,2,
