sku,quantity,price
1250283,,3.49
1591718,,4.16
1692750,,3.77
2082943,0,
2131755,3,
2181339,0,
2206241,3,
2246697,,3.58
2250381,0,
2257586,0,
2257837,0,
2260681,0,
2264722,0,
2265961,0,
2272684,0,
2273286,0,
2274560,0,
2277725,0,
2280019,0,
2281583,0,
2282459,0,
2282869,0,
2290114,0,
2332884,,11.50
3584933,0,
3627537,0,
3667306,0,
3688576,5,
3916982,,3.49
3970837,,3.77
4058892,,4.10
4102490,,9.56
4228024,,11.46
4245218,,10.29
4298711,,3.49
4303079,,4.23
4349805,,6.92
796811,3,
924732,3,
950683,5,
