sku,quantity,price
1670776,,8.87
1694281,,3.49
1715210,,4.22
1743192,,5.74
2055835,,3.49
2636141,,4.22
2676400,,4.24
3348888,,15.32
3395332,0,
3596746,,19.54
3597313,0,
3618320,0,
3620658,0,
3623972,0,
3625708,0,
3626355,0,
3628504,0,
3630276,0,
3630567,0,
3630840,0,
3631240,0,
3633896,0,
3635241,0,
3637890,0,
3641540,0,
3643259,0,
3646853,,5.44
3647550,,3.49
3648919,,5.76
3710421,,3.77
3713656,0,
3759235,,10.00
3762579,,4.14
3880120,0,
3965151,,10.41
4035513,0,
4084761,,15.66
4300607,,7.34
4300822,,3.49
825312,,3.69
