sku,quantity,price
1442692,0,
1454285,0,
1472570,0,
1671537,0,
1710195,0,
1756183,0,
1776924,0,
1777522,,4.15
1932297,0,
2077014,0,
2101759,0,
2104814,0,
2114979,0,
2115674,0,
2139898,0,
2149568,0,
2150204,0,
2151538,0,
2160033,,20.02
2161546,0,
2162659,0,
2166440,0,
2427058,,10.97
2484618,,3.65
2822519,,6.33
3347289,,44.74
3468160,,8.87
3659835,,17.43
3818214,,5.29
4238194,,30.36
4244754,,5.91
4275803,,15.62
4279927,,16.56
4338972,,19.62
4342459,,13.23
999480,,5.47
728122,,36.45
730007,,9.44
762366,1,
820028,,4.11
