sku,quantity,price
1294203,,16.82
1325704,,4.24
1476879,,3.49
1751331,,3.49
2161201,1,
2176059,,29.31
2225057,4,
2228074,3,
2379478,,3.59
2676209,,4.24
3234534,,3.49
3427843,0,
3429244,0,
3429795,0,
3434031,0,
3436865,0,
3437706,0,
3438023,0,
3444011,0,
3444529,0,
3445160,0,
3445989,0,
3446056,0,
3446574,0,
3450405,0,
3454085,0,
3455527,0,
3457898,0,
3461253,0,
3461362,0,
3461917,0,
3633172,2,
3719490,,9.63
3750203,,16.46
4057378,,6.09
4077230,6,
4304654,,14.52
803385,,3.49
818758,3,
821345,,3.80
