sku,quantity,price
1439271,,9.66
1463625,,13.32
1767752,0,
1837550,0,
1917310,0,
1960481,0,
1969302,0,
1983652,,15.71
1984216,0,
2032556,0,
2398352,0,
2401384,0,
2443220,0,
2487933,0,
2493611,0,
2494347,0,
2528811,0,
2552719,,9.55
2579918,,14.99
2606988,0,
2662938,0,
2735986,0,
2781552,0,
2837050,0,
2885074,0,
2980160,,6.06
3520292,,8.45
3535632,,10.73
4025086,,23.91
4073808,,5.76
4234958,,5.53
4285814,,11.90
4288158,,16.52
4288732,,30.90
4328256,,23.38
4333866,,19.86
4366475,,35.51
4370885,,10.77
4371794,,14.65
4372015,,3.85
