sku,quantity,price
1232203,0,
1295562,,8.37
1734951,,4.22
1881654,,3.49
2006829,,4.03
2019077,,25.48
2079730,,6.56
2324660,,4.23
2380372,0,
2602119,,10.00
2771173,,3.49
3548275,,6.22
3639052,0,
3713859,0,
3796189,0,
3893203,,7.63
4027580,0,
4118665,,5.98
4123423,,3.64
4192413,0,
4209699,0,
4216821,0,
4221104,0,
4229029,0,
4236559,,4.81
4239428,,3.49
4241306,0,
4244824,0,
4249951,0,
4291820,0,
4318621,0,
4319060,,9.13
4323804,,3.94
4329524,0,
4329690,0,
4342359,0,
675299,,4.22
753556,,7.83
754836,,22.00
887545,0,
