sku,quantity,price
1003359,0,
1008026,0,
1009691,0,
1017858,0,
1022034,0,
1114455,0,
1251055,0,
1274846,0,
1333109,2,7.31
1398116,,8.57
1794661,,3.49
1965210,,12.70
2171674,0,
2173396,0,
2174056,0,
2174500,0,
2185871,0,
2202721,0,
2205616,0,
2214191,0,
2216490,0,
2451594,,4.02
2767105,,3.49
3174359,2,
3252956,,3.94
3520361,,10.09
3690520,0,
3693171,,4.24
3713042,0,
3742392,0,
3916611,2,
3980047,,3.49
4035575,1,3.94
4053860,,14.30
4137669,,8.19
4300626,,19.26
4356885,,9.59
4360958,,12.24
734274,,3.80
931606,,6.42
