sku,quantity,price
1126532,,4.24
1198810,,14.31
1572324,0,
1602334,0,
1627021,0,
1633625,0,
1634513,0,
1640408,0,
1672540,0,
1684429,0,
1716817,0,
1736499,0,
1741470,,34.44
1743192,0,
1743685,0,
1744859,0,
1762406,0,
1787268,0,
1788428,0,
1830181,0,
1873185,0,
1884210,0,
1895817,0,
2211399,4,
2231925,3,
2846465,,4.17
2850670,3,
3092282,,11.14
3163378,,3.94
3774187,,3.49
3935907,,3.49
4018522,,11.74
4218987,,6.34
4256964,,14.42
4262329,,4.06
4297150,2,
4343934,,169.81
4354492,,8.26
4366561,,9.39
677108,,3.49
