sku,quantity,price
1242657,,3.97
1256363,,4.04
1391970,0,
1470024,0,
1483474,,8.96
1496997,0,
1699439,0,
1751459,,14.13
2143465,0,
2161674,0,
2182938,0,
2185247,0,
2206366,0,
2234581,0,
2279630,,6.64
2295406,0,
2361777,0,
2374341,0,
2397749,0,
2472373,0,
3176146,0,
3225097,0,
3311257,,10.61
3326279,,7.07
3372599,0,
3415219,0,
3701850,,4.24
3776203,,3.88
4207441,,3.52
4263630,,9.59
4267268,,17.44
4313039,,56.30
4318667,,3.49
4356909,,25.17
4357495,,4.24
4358290,,10.44
4359323,,5.13
4360192,,11.28
4361056,,4.24
888892,0,
