sku,quantity,price
1140131,,4.02
1477920,,7.96
1816957,,4.08
2223728,,4.24
2246481,6,
2461056,,5.28
3498211,,4.24
3498986,,4.15
3555986,,20.37
3727008,,3.54
3867287,,23.60
4020588,,6.07
4112578,,10.55
4119543,,21.62
4200936,,21.08
4314749,0,
4315093,0,
4315657,0,
4319736,0,
4320906,0,
4328816,0,
4331894,0,
4335871,,3.95
4336194,0,
4336240,0,
4337403,,23.47
4337845,0,
4338594,0,
4343357,0,
4350115,0,
4350368,0,
4352025,0,
4353370,0,
4354625,0,
4357864,0,
4357904,0,
4357921,0,
4369528,,5.50
777787,,5.23
855100,,143.45
