sku,quantity,price
1015596,0,
1264927,,9.10
1294034,,4.24
1830215,,6.37
2473250,0,
2748528,,9.74
2918029,0,
2974453,0,
3117425,0,
3157757,0,
3192757,0,
3261834,0,
3273191,,5.46
3286278,,5.69
3327410,0,
3338207,0,
3338480,0,
3434026,0,
3437555,0,
3469035,0,
3487629,0,
3539456,0,
3574400,0,
3577926,0,
3585119,0,
3592323,,6.16
3685232,0,
3758660,,3.91
3864011,,14.34
3872157,,6.18
4302380,,3.78
4308762,,6.90
4309549,,9.10
4317172,,10.04
4362956,,12.09
4364132,,22.58
4365861,,7.68
692986,,6.70
847320,,10.46
848826,,3.49
