sku,quantity,price
1120200,0,
1127237,,4.00
1132088,,8.83
1163093,,5.87
1170284,0,
1376495,0,
1519113,,5.98
1552328,0,
1730145,,20.67
1803944,,24.49
1809586,,10.78
2150210,0,
2415481,,7.18
3043227,,12.67
3456265,0,
3574822,0,
3622000,0,
3626085,0,
3675090,0,
3697370,,4.85
3705960,0,
3716670,0,
3742269,0,
3817808,0,
3828465,,7.23
3990838,,3.60
4005077,,14.06
4103342,,5.21
4122444,,16.84
4123066,,18.02
4123795,,3.88
4153609,0,
4211557,0,
4232776,0,
4246009,,11.04
4323383,0,
4334922,0,
4337601,,6.10
4347019,0,
921306,,9.49
