sku,quantity,price
1030223,0,
1052037,0,
1089999,0,
1743739,0,
2190593,0,
2247675,,4.96
2311265,0,
2376787,,16.31
2482506,0,
2663958,,17.20
2700649,,5.68
2700910,,3.60
2807518,0,
2815687,0,
3152516,0,
3175982,,3.75
3218364,,10.72
3219008,,5.49
3343918,,5.87
3482455,,9.88
3532703,,6.26
3695044,0,
3761943,,5.90
3810342,0,
3858631,0,
4053527,,5.59
4122731,,14.76
4231708,,3.49
4253517,0,
4289404,0,
4311330,,11.12
4316902,0,
4320438,,4.24
4323115,,16.42
4329950,0,
4331442,,8.70
4334195,0,
4348712,0,
997343,,10.23
723395,0,
