sku,quantity,price
1017826,,3.64
1073758,,9.45
1220817,,3.49
1719943,,5.02
1732976,,4.17
1743149,,69.42
2272239,0,
2273504,0,
2307292,,4.23
2545994,0,
2559872,0,
2564419,0,
2569570,0,
2594075,0,
2624698,0,
2661605,0,
2674181,0,
2870233,0,
2972353,0,
3220214,,3.84
3590675,,14.63
3678297,,4.06
3743669,,8.87
3744333,,22.41
3827091,,7.11
4064059,,7.04
4155862,,9.61
4240335,,5.83
4290555,,4.19
4335124,,5.59
4336885,,15.48
4338032,,6.17
871692,0,
876882,0,
886210,0,
904378,0,
919883,0,
927192,0,
933482,0,
950990,0,
