sku,quantity,price
1811726,,9.08
1941619,,111.54
2304410,2,
2347426,,18.27
2404999,3,
2956817,,4.13
3277141,,11.65
3408830,,8.87
3785161,0,
3785272,0,
3786063,0,
3786311,0,
3786685,0,
3786696,0,
3786929,0,
3787062,0,
3787285,0,
3792826,0,
3798023,0,
3803266,0,
3811354,0,
3811391,0,
3811639,0,
3811737,0,
3811902,0,
3811962,0,
3812700,0,
3812968,0,
3959842,,4.85
4165508,,3.83
4236548,,5.61
4257578,,10.21
4335980,,13.18
4368471,,4.93
4371187,,10.82
4383274,,5.24
4383327,,10.91
4384698,,7.34
999241,,20.82
666658,,3.49
