sku,quantity,price
1029822,,3.49
1086872,0,
1260179,0,
1312369,0,
1322897,0,
1386569,0,
1401148,,3.92
1507569,,12.16
3210910,,3.49
3307405,,4.24
3634754,0,
3636767,0,
3640793,0,
3648480,0,
3657365,,10.80
3657955,0,
3659503,0,
3667887,0,
3692811,0,
3697069,0,
3821463,2,
3850189,,17.12
3964837,0,
3983548,0,
3988840,0,
3990503,0,
4003469,0,
4012192,0,
4142074,,23.69
4149382,,10.34
4225359,,18.81
4237134,,4.05
4257848,,5.47
4319341,,14.03
4332476,,10.02
4346515,,5.99
4350068,,11.49
964557,,4.22
676857,2,
742622,,8.55
