sku,quantity,price
1184349,0,
1184646,0,
1474094,0,
2174893,0,
2243753,,4.24
3030504,0,
3171913,,6.80
3223797,,10.13
3249596,0,
3256153,,21.65
3446127,0,
3582009,,118.64
3582968,,6.71
3584207,,58.04
3698344,,3.80
3713552,0,
3815292,,5.56
3819784,0,
3955189,0,
4000935,,4.00
4064256,0,
4112634,,30.04
4201449,0,
4225699,,4.88
4231506,,9.10
4248288,0,
4286917,0,
4295195,0,
4302101,,3.71
4303311,,7.84
4303505,,13.66
4319948,0,
4354644,0,
4356441,,3.65
984531,0,
708132,,4.02
711281,,6.90
729168,0,
834814,0,
904458,,3.99
