sku,quantity,price
1065138,0,
1214200,,5.14
1248137,,7.09
1279603,,5.36
1740868,,72.48
1889006,,5.25
2168447,,9.35
2217648,0,
3282335,,3.49
3284959,,8.79
3564368,,7.80
3732804,,3.80
3847645,,3.61
4007041,,4.12
4135158,0,
4135527,0,
4136740,0,
4138854,0,
4139578,0,
4142181,0,
4142783,0,
4147171,0,
4148295,0,
4156174,0,
4156469,0,
4158568,0,
4160878,0,
4162381,0,
4171918,0,
4235544,,8.30
4236926,0,
4238146,0,
4243025,,9.02
4285299,0,
4297801,,6.00
4352790,,11.48
4353474,,55.72
4358369,,3.49
4358698,,19.64
4359567,,31.93
