sku,quantity,price
1071489,,3.65
1160346,,7.57
1174673,,11.36
1447974,,4.14
2006208,1,
2252299,,3.49
2269027,2,
2282613,,4.24
2283319,0,
2523361,0,
2541979,0,
2553200,0,
2830240,0,
2978555,0,
3004423,0,
3079243,13,
3094083,,24.85
3105807,,3.59
3304786,,3.49
3315717,,3.49
3596756,,4.07
3648909,3,
3693210,4,
3756412,,3.49
4089141,,10.46
4153315,0,
4184581,0,
4186577,0,
4200546,0,
4208474,0,
4269796,0,
4298877,0,
4320099,0,
4321873,0,
4331514,0,
4337612,,15.00
760836,0,
853044,0,
856130,,9.66
889946,0,
