sku,quantity,price
1075495,,6.10
1234585,,6.02
1296233,,111.84
1742722,,27.13
2218757,,3.52
2219035,,3.61
2631280,,7.98
3177960,,7.77
3204938,,3.49
3251112,,3.49
3594149,0,
3606079,0,
3606280,0,
3608518,0,
3608845,0,
3609191,0,
3610843,0,
3618666,0,
3619229,0,
3619831,0,
3625864,0,
3690664,,12.42
3695177,,9.43
3717109,0,
3717159,0,
3725810,0,
3725870,0,
3727788,0,
3730465,0,
3731386,0,
3735684,0,
3749969,0,
4234873,,11.84
4236079,,17.88
4237745,,5.94
4239934,,3.49
4285830,,8.58
4334428,,3.49
729616,,9.74
905228,,3.49
