sku,quantity,price
1520868,,10.43
2239381,,3.49
2889854,,13.03
3313438,,7.26
3333815,,9.78
3368338,,6.88
3648662,,14.37
3708833,,9.32
3746174,0,
3746850,0,
3746988,0,
3749208,0,
3752978,0,
3754034,0,
3754790,0,
3754883,0,
3760541,0,
3760960,0,
3764580,0,
3768542,0,
3768895,0,
3769175,0,
3772055,0,
3773063,0,
3776197,0,
3778332,0,
3779236,0,
3781962,0,
3785820,,11.50
3908892,,9.95
3914417,,3.65
4013577,,4.24
4020691,,12.94
4258712,,8.65
4268440,,44.74
4314549,,11.19
4318725,,26.66
4350485,,12.71
795294,,7.27
805939,,4.80
