sku,quantity,price
1016920,0,
1025243,0,
1090665,2,4.19
1238358,0,
1239679,0,
1525666,0,
1943566,,3.49
1991958,0,
2006302,0,
2009734,0,
2051198,0,
2060013,0,
2072373,0,
2077792,0,
2084296,0,
2111943,0,
2141499,0,
2150675,0,
2153093,0,
2215956,2,5.27
3244186,2,3.49
3349302,,13.14
3413461,,3.49
3420817,,3.49
3715634,,8.02
3783285,,116.25
3866936,1,
3885977,0,
3951806,0,
4021241,,27.70
4035310,,5.85
4145136,,116.01
4176106,0,
4230047,,13.58
4280689,,7.90
4282508,,10.11
4282596,,7.36
4319430,,4.88
786035,2,
797337,,3.49
