sku,quantity,price
1050171,0,
1268900,,6.68
1270854,,5.86
1965213,,18.84
2016700,,5.95
2167983,0,
2210490,,6.18
2225165,0,
2583840,0,
2808189,0,
3344534,,4.11
3374725,,3.56
3539149,0,
3594460,0,
3594470,0,
3687756,0,
3723005,,3.85
3725806,0,
3856626,,41.56
3860079,,3.53
3861701,0,
3904121,0,
3989188,0,
4055665,,5.48
4063899,0,
4192212,,5.83
4196305,,3.49
4202748,,5.02
4205804,,16.89
4253125,0,
4286468,0,
4286711,,3.96
4320061,0,
4334315,0,
4351966,,18.70
4352546,,7.91
4352661,,3.49
4354402,,3.49
4356495,0,
722190,0,
