sku,quantity,price
1008023,0,
1078008,0,
1148547,0,
1216028,0,
1351601,,6.26
1373511,0,
1374752,0,
1444625,0,
1472593,0,
2204528,,5.29
2252741,,3.68
2388304,,4.96
2495169,,16.41
2771014,,4.85
3216984,,5.33
3669596,,13.03
3739327,0,
3758019,0,
3808519,,3.67
3813983,0,
3814328,0,
3819654,0,
3822196,,27.87
3897723,0,
3904932,0,
3911026,0,
3915984,,17.67
3971516,0,
3986993,0,
3994672,0,
3998645,0,
4020748,,65.92
4122826,,14.93
4151253,,18.29
4154845,,61.44
4156259,,9.41
4156403,,5.42
4213764,,4.11
4272450,,14.65
4285761,,6.02
