sku,quantity,price
1034587,,10.91
1081956,,6.17
1264042,,8.93
1327127,,5.87
1380691,,4.24
1944340,,5.41
2375614,3,
2397412,,3.69
3381732,,84.98
4150490,,4.06
4180623,0,
4180804,,6.39
4180860,0,
4181035,0,
4181089,0,
4181112,0,
4181167,0,
4181216,0,
4181501,0,
4182057,0,
4182065,0,
4182189,0,
4182777,0,
4182985,0,
4183178,0,
4183649,0,
4184001,0,
4184021,0,
4184194,0,
4184514,0,
4184758,0,
4292010,,7.63
4337710,,23.32
4364434,,16.89
4373654,,7.50
4374126,,4.23
4380180,,10.74
4384100,,4.22
4388606,,4.22
955114,,9.98
