sku,quantity,price
1034244,2,3.49
1252043,2,3.49
1307381,2,
1313096,,3.49
1389305,1,11.48
1510023,2,3.61
1539054,3,11.48
2047052,2,
2180338,1,
2180977,2,
2181501,1,
2372813,2,6.96
2398484,1,
3378143,1,9.89
3929462,,3.49
3959238,1,11.48
4026612,3,
4045247,0,
4045908,0,
4047174,0,
4047797,0,
4047890,0,
4048175,0,
4048652,0,
4048675,0,
4048872,0,
4049170,0,
4049440,0,
4049621,0,
4049750,0,
4049866,0,
4050082,0,
4050334,0,
4051024,0,
4051776,0,
4052187,0,
4052283,0,
4292498,,12.22
769942,2,3.60
904641,2,3.49
