sku,quantity,price
1159762,,6.55
1354036,,11.25
2015323,,80.35
2074232,,4.23
2332077,,10.21
2507315,,15.90
2515059,,6.23
2582305,,5.01
3196730,,10.82
3674154,,3.88
3842123,,3.63
4032585,,14.69
4064237,,11.45
4110337,0,
4110351,0,
4110590,0,
4110677,0,
4110705,0,
4111569,0,
4111584,0,
4112048,0,
4112080,0,
4112081,0,
4112599,0,
4112756,0,
4112819,0,
4112925,0,
4112939,0,
4113731,0,
4116394,0,
4116558,0,
4117498,0,
4118060,0,
4144527,,6.76
4149838,,35.59
4160613,,6.66
4237359,,4.13
4246502,,5.24
4362859,,6.82
711837,,3.99
