sku,quantity,price
1092624,,9.75
1303402,,6.46
2518521,,6.43
2706678,,9.96
2733427,,10.73
3195586,,10.08
3532402,0,
3547830,0,
3574448,0,
3574564,0,
3575373,0,
3576475,0,
3577362,0,
3579847,0,
3580227,0,
3580301,0,
3581757,0,
3581966,0,
3582575,0,
3583787,0,
3585125,0,
3585161,0,
3585259,0,
3589594,0,
3589941,0,
3590712,0,
3652997,,4.23
3739766,,15.94
3758368,,11.72
3763637,,4.18
3976094,,3.77
4287353,,7.74
4372922,,5.85
4378194,,97.51
4379402,,4.12
4380681,,21.51
4383689,,21.01
752023,,8.52
793702,,4.24
829086,,5.12
