sku,quantity,price
1033965,,3.85
1238754,,78.55
1280256,,9.26
1469169,,5.76
1552823,3,
2181280,0,
2211055,0,
2226910,0,
2230550,0,
2234442,,4.00
2234502,0,
2237045,0,
2237061,0,
2238843,0,
2258023,,5.04
2285022,0,
2316267,0,
2319977,0,
2382467,0,
2382988,0,
2396824,0,
2398118,0,
2400691,0,
2416639,0,
2423455,0,
2446553,0,
2484896,0,
2514576,,4.01
2534806,,3.61
3376695,,23.80
3598280,,9.07
3690920,,10.00
3730694,,18.60
4067518,,14.93
4191324,,10.00
4318993,,3.97
4322816,,8.93
4337385,,17.26
4342243,,7.54
4352941,,6.15
