sku,quantity,price
1059496,0,
1603266,,46.56
1726080,,19.02
1732736,0,
1757388,,5.32
2108309,0,
2167025,0,
2198040,0,
2283096,,5.59
2460823,,12.56
2498432,0,
2500275,0,
2608314,0,
2686676,0,
2918150,,7.17
3021085,,4.23
3197301,,3.87
3303448,0,
3326366,0,
3340135,0,
3576980,0,
3610834,0,
3699393,,4.20
3724495,0,
3819833,,6.42
3910944,0,
4007848,,5.07
4143448,0,
4157166,,12.32
4246711,,17.66
4249383,,59.23
4294918,0,
4326474,0,
4328072,,73.85
4332507,,7.90
4338083,,5.13
671884,,4.83
865407,,3.49
904564,,4.24
945766,0,
