sku,quantity,price
2028182,,46.29
2155573,,4.17
2386849,1,
2432423,2,3.56
2580642,2,
2971771,,6.45
3320185,,4.05
3414317,,3.49
3435322,,38.17
3722926,2,
3842769,2,3.51
3854699,,3.49
3862043,,4.24
4195035,0,
4195136,0,
4195254,0,
4195623,0,
4196075,0,
4196287,0,
4196328,0,
4196501,0,
4196681,0,
4197009,0,
4197027,0,
4197252,0,
4197945,0,
4198298,0,
4198473,0,
4198661,0,
4199021,0,
4199036,0,
4199220,0,
4199221,0,
4246241,,30.78
4268617,,16.52
4323500,,7.87
4351289,,19.81
647566,,3.49
722419,5,3.69
842769,3,
