sku,quantity,price
1735434,,9.34
1967890,,7.59
2071069,,5.51
2372090,,3.60
2395606,,4.21
2746570,,8.13
3335794,,12.51
3784699,,4.96
3884256,,6.94
3911296,,4.05
4059309,,9.06
4136588,,13.62
4147539,,5.02
4168849,,9.90
4192620,0,
4192819,0,
4193184,0,
4193495,0,
4195046,0,
4195175,0,
4195342,0,
4195779,0,
4196548,0,
4197289,0,
4197547,0,
4198527,0,
4198691,0,
4198999,0,
4199922,0,
4200543,0,
4201393,0,
4209526,0,
4211960,0,
4212320,0,
4218203,,5.47
4318286,,9.47
4359891,,14.42
4361929,,16.36
698611,,3.57
890862,,5.94
