sku,quantity,price
1091670,0,
1658079,,10.70
2188809,0,
2245903,0,
2395262,,4.07
2705610,,6.27
3176307,,3.97
3283806,0,
3284957,0,
3467442,,13.13
3531301,,4.00
3690725,,11.92
3758737,,5.81
3762729,,13.71
3769025,,4.11
3996870,0,
4001848,0,
4006673,0,
4009352,0,
4040868,0,
4073390,0,
4074933,,10.81
4078315,0,
4088346,,5.43
4123710,0,
4124446,0,
4125856,0,
4155801,0,
4157692,,9.84
4172628,,11.65
4174190,0,
4176130,0,
4180531,,7.91
4213915,0,
4223866,0,
4243323,,10.39
4334716,,26.11
710610,,11.27
851556,,3.49
867973,,12.35
