sku,quantity,price
1007139,0,
1017826,0,
1022380,0,
1030223,0,
1043259,0,
1057921,0,
1062029,0,
1141784,,11.18
1177375,,4.09
1329203,,4.16
1417146,,6.84
1957321,,5.00
2042770,,5.33
3045871,,11.71
3421982,,9.88
3577443,0,
3581351,0,
3592323,,5.70
3593931,0,
3594389,0,
3611476,0,
3618051,0,
3622111,0,
3626304,0,
3642666,0,
3650046,0,
3656965,0,
3729720,0,
3751294,0,
3790130,,16.07
3887205,,4.02
3908403,,10.04
3944786,,8.95
4057705,,6.47
4185451,,14.73
4245571,,17.08
4247016,,5.26
4371910,,17.44
706307,,9.65
742952,,4.16
