sku,quantity,price
1821321,,3.93
1848444,,11.29
1851163,,9.11
1921019,,10.46
1927479,,3.49
1964258,2,
2346159,2,
3233524,,3.49
3263759,,10.17
3279985,,3.49
3746378,0,
3746865,0,
3747006,0,
3747436,0,
3748125,0,
3748226,0,
3748827,0,
3749238,0,
3749452,0,
3749691,0,
3749747,0,
3749990,0,
3751073,0,
3751321,0,
3751898,0,
3752527,0,
3753132,0,
3753892,0,
3754214,0,
3754321,0,
4095869,,10.17
4111697,,4.13
4133926,,3.49
4137072,,15.24
4344120,,13.42
4346515,,3.49
4346793,,7.78
4355239,,3.49
999480,,5.34
646736,,3.67
