sku,quantity,price
2274873,1,
2411754,,3.49
2958022,,3.49
3102837,0,
3153510,0,
3235235,0,
3285099,0,
3577525,1,
3719666,,60.83
3869729,,24.79
3895705,0,
3921180,,3.49
3947072,,11.28
3949290,,4.24
4026073,0,
4042194,,3.49
4075463,,3.92
4219476,,7.95
4249567,,4.24
4270866,,4.84
4290564,0,
4291595,,19.30
4332954,,6.62
4334521,0,
4338125,0,
4339195,0,
4343178,0,
4344172,0,
4345834,0,
4346543,0,
4352134,0,
4357665,0,
4360491,0,
4361360,0,
4361891,,12.44
4362465,,3.49
4362967,,10.19
4366107,0,
713341,0,
780062,,22.82
