sku,quantity,price
1036590,,3.49
1041621,,3.49
1524898,,15.12
1838725,,4.24
2295363,,4.24
2378233,0,
2387064,0,
2483851,0,
3254765,0,
3427289,0,
3476306,,6.76
3528108,,7.74
3605688,,3.87
3673090,0,
3710560,,4.11
3712389,0,
3713111,0,
3797309,0,
3798013,0,
3847009,,6.44
3881384,0,
3902764,0,
3916361,,13.09
3916549,0,
3931636,,3.49
4004791,0,
4016465,,3.71
4019284,,3.49
4023986,0,
4037418,0,
4063528,0,
4097919,,4.17
4147124,0,
4154099,0,
4159212,,4.18
4227687,,3.49
4234107,,4.11
4275134,,17.66
4337758,,24.51
968252,0,
