sku,quantity,price
1133165,2,11.30
1182589,,12.44
1199577,2,3.77
2044270,2,4.23
2388713,2,3.89
2903585,,3.72
3107809,0,
3148656,0,
3175591,0,
3188277,0,
3251947,0,
3253328,4,9.41
3255317,0,
3257355,0,
3299499,0,
3302425,0,
3340730,0,
3343652,0,
3352367,0,
3363511,0,
3378608,0,
3396214,0,
3397140,0,
3574199,1,4.11
3637466,2,4.99
3750898,1,
3754697,1,4.95
3775740,2,3.92
4012221,2,5.24
4074864,2,3.92
4182515,1,3.78
4318893,0,
4319002,0,
4319053,0,
4364788,2,41.61
4377867,,6.38
4382589,2,7.57
787593,0,
827032,2,
955225,1,4.86
