sku,quantity,price
1205249,0,
1280993,,12.16
1890077,6,
2081227,0,
2143716,0,
2147985,0,
2149834,0,
2154977,0,
2156666,0,
2159128,0,
2168657,0,
2183900,0,
2203841,0,
2224064,0,
2229117,0,
2235224,0,
2259284,0,
2260589,0,
2273129,0,
2277372,0,
2302651,0,
2331852,2,
2382504,0,
2463137,,15.32
3088049,,15.08
3095683,4,
3197229,,6.45
3490431,,7.07
3775844,,5.01
3982218,,5.87
4202724,,7.47
4222276,,20.21
4303907,,5.07
4312549,,45.80
4343330,,10.25
4352848,,13.78
4356368,,41.90
4375857,,13.91
4376892,,3.49
889214,,12.95
