sku,quantity,price
1232619,,18.39
1359772,,48.93
1833989,,64.01
2380306,,5.87
2649650,,7.28
3233727,0,
3256894,0,
3283785,0,
3305420,0,
3351240,,6.92
3547118,,6.12
3642993,,9.27
3725441,,4.17
3878538,0,
3882275,0,
3894061,0,
3899362,0,
3905305,0,
3906257,0,
3909765,0,
3927116,0,
3929244,,9.49
3930722,0,
3933122,0,
3934862,0,
3937539,0,
3945393,0,
3946063,0,
3950622,0,
3951968,0,
4050898,,8.55
4072201,,4.02
4226296,,6.49
4284592,,7.47
4301008,,19.75
4334248,,5.11
4353158,,4.04
4355081,,14.35
4380594,,5.71
4386426,,11.62
