sku,quantity,price
1066378,,6.81
1232467,,3.71
1263551,,3.72
1759173,,5.37
1953227,,12.04
2355110,2,
2415038,,11.21
2903849,,3.49
3148378,5,
3266442,,3.66
3532132,,3.49
3654067,0,
3654249,0,
3656645,0,
3656657,0,
3656745,0,
3657217,0,
3657876,0,
3658439,0,
3659817,0,
3659886,0,
3660544,0,
3661135,0,
3661283,0,
3661810,0,
3662337,0,
3662456,0,
3662731,0,
3663234,0,
3665078,0,
3676475,0,
4034794,,5.05
4148788,,6.65
4308751,,12.23
4321355,,7.27
4333480,,4.24
4351686,,4.15
4366407,,10.41
4367164,,8.14
686909,8,
