sku,quantity,price
1204851,,4.12
2015103,,80.04
2078787,,12.41
2199316,3,
2261985,,24.10
3245162,,3.49
3253660,,9.97
3791119,,19.90
3813050,4,
3886273,,7.04
3889644,,8.32
3923597,,6.19
3989674,3,
4042553,0,
4046704,0,
4046998,0,
4049935,0,
4050224,0,
4052502,0,
4053324,0,
4054636,0,
4055185,0,
4056862,0,
4057161,0,
4060086,0,
4061598,0,
4062337,0,
4063495,0,
4064347,0,
4065119,0,
4067324,0,
4069314,0,
4069988,0,
4174962,,9.08
4222226,,3.49
4271671,,4.23
4314556,,7.62
4316442,,4.20
4320578,,12.53
4353240,,6.00
