sku,quantity,price
1794383,,169.92
2214178,1,
2474570,5,
2492826,2,
2710160,,3.73
2897994,4,
3288150,,86.23
3648984,,3.71
3695318,,22.43
3755758,,16.12
3821515,,11.97
3877050,,6.68
4025279,,20.06
4165511,,14.80
4250945,0,
4251654,0,
4253042,0,
4253729,0,
4253900,0,
4254910,0,
4255580,0,
4255633,0,
4256134,0,
4257172,0,
4257205,0,
4257977,0,
4258441,0,
4258480,0,
4258784,,7.16
4259684,0,
4260833,0,
4261287,0,
4261350,0,
4261362,0,
4263753,0,
4274238,,7.21
4293515,,25.36
4352724,,3.49
4369919,,14.06
879218,,3.49
