sku,quantity,price
1071116,,13.80
1105202,,6.07
1166802,,24.07
1189430,,3.65
1530928,,10.09
2010975,,13.50
2172615,,5.85
2569866,,7.63
3106230,,5.53
3198581,,3.75
3429657,,17.31
3525248,,7.65
3684876,0,
3690717,,4.22
3690857,0,
3693806,0,
3700853,0,
3704275,0,
3705514,0,
3707091,0,
3710553,0,
3715831,0,
3717698,0,
3717757,0,
3720586,0,
3720981,0,
3728109,0,
3739883,0,
3745513,0,
3746596,0,
3747986,0,
3749074,0,
3750332,0,
3871741,,3.81
4161814,,12.49
4300103,,9.77
4350372,,6.72
4353890,,7.29
4371757,,8.49
4391596,,10.08
