sku,quantity,price
1044410,,9.58
1134743,,49.10
1205760,,3.49
1358788,,6.07
1964435,,4.20
2265518,0,
2265563,0,
2266941,0,
2268149,0,
2269111,0,
2269335,0,
2269433,0,
2271622,0,
2273071,0,
2273533,0,
2273638,0,
2274764,0,
2274964,0,
2276209,0,
2276530,0,
2276781,0,
2278399,0,
2278686,0,
2278737,0,
2279021,0,
3148005,,4.83
3382957,,50.32
3683458,,3.58
3691647,,3.64
3904152,,7.86
4038935,,6.28
4063839,,3.88
4065890,,4.19
4128921,,6.57
4149639,,20.49
4213752,,91.38
4298436,,45.50
4324465,,11.19
4338138,,27.07
4386184,,40.76
