sku,quantity,price
1007072,2,
1092090,,3.53
1447434,,3.49
1477856,,3.74
1597574,2,
1830798,,3.49
2050889,,10.49
2462938,2,
3326052,,10.67
3347289,,46.62
3364878,,9.19
3577893,,3.49
3651860,,5.28
3863840,0,
3863981,0,
3864141,0,
3867906,0,
3867967,0,
3869916,0,
3873203,0,
3874108,0,
3875848,0,
3876078,0,
3876369,0,
3878741,0,
3879904,0,
3882216,0,
3883269,0,
3885479,0,
3885990,0,
3886116,0,
3888427,0,
3889054,0,
4184660,,4.82
4278676,,3.49
4302909,,6.60
4314944,,10.00
699100,2,
677713,2,
883692,,4.24
