sku,quantity,price
1111168,,3.49
1281704,,6.19
1641201,,4.79
2041515,,4.24
2335265,,10.77
2459442,,9.65
3625727,,3.49
3724036,,3.49
3863604,,4.22
3865392,,4.21
3952460,,4.24
4047697,,9.87
4050604,,9.79
4104805,0,
4108756,0,
4109388,0,
4114143,0,
4115954,0,
4121392,0,
4122105,,7.83
4129759,0,
4136458,0,
4136652,0,
4137518,0,
4138396,0,
4138869,0,
4143327,0,
4143716,0,
4143879,0,
4145924,0,
4150604,0,
4153009,0,
4164576,0,
4167827,0,
4323227,,12.88
4356051,,11.40
4357519,,3.49
732299,,3.57
735699,,3.49
859485,,5.51
