sku,quantity,price
1171564,2,
1360743,2,
1780262,,4.19
2105776,,3.49
2109397,,3.49
2158017,5,
2249847,,3.49
2507320,,4.23
2832323,,9.38
3282200,,4.96
3303778,,3.49
3693472,,3.49
3948596,,6.37
4120043,,11.45
4136081,0,
4138583,0,
4145193,0,
4148259,0,
4149592,0,
4151511,0,
4158919,0,
4172597,0,
4174226,0,
4174498,0,
4186378,0,
4191649,0,
4192929,0,
4197088,0,
4199389,0,
4201029,0,
4201891,0,
4202709,0,
4209596,0,
4209623,0,
4263320,,3.49
4264107,,14.16
4343360,,11.02
4354131,,8.19
4361562,,4.02
768643,,3.49
