sku,quantity,price
1258812,,3.49
1269103,,11.53
2192126,2,
2873344,,7.44
3366842,1,
3411034,,3.49
3455855,,3.49
3652412,0,
3652484,0,
3654102,0,
3654519,0,
3654622,0,
3655864,0,
3655959,0,
3656664,0,
3656685,0,
3657412,0,
3658091,0,
3658471,0,
3659438,0,
3659447,0,
3659478,0,
3659573,0,
3660089,0,
3660706,0,
3661538,0,
3662031,0,
3677209,1,
3778872,,3.49
3865887,,11.53
4103035,,3.87
4129539,,18.05
4221815,,3.70
4263777,,4.06
4298810,3,
4334544,,10.89
4346698,,5.58
4358497,,3.69
637985,3,
816388,,4.22
