sku,quantity,price
1019302,0,
1026550,0,
1032875,0,
1043271,0,
1055699,0,
1057727,1,
1062089,0,
1068571,0,
1080145,0,
1137916,0,
1176242,,10.34
1195821,0,
1219110,0,
1256542,0,
1258745,0,
1336071,0,
1428655,0,
1461584,,34.71
1492429,0,
1515319,0,
1527011,0,
1584711,,4.01
1895260,3,
2186771,2,
2228144,2,
2267094,2,
2949786,,12.13
3128052,2,4.94
3837918,,11.59
4001772,7,
4080255,,9.17
4103327,0,
4121352,0,
4213893,,3.66
4294720,,9.97
4334777,,45.32
4351909,,28.84
4359079,2,41.89
4369591,,3.61
781586,,10.06
