sku,quantity,price
1010769,0,
1024160,0,
1029820,0,
1044963,0,
1046259,0,
1082522,,4.17
1156274,0,
1182966,0,
1219930,,3.49
1236184,,4.24
1264317,0,
1285515,0,
1342590,0,
1380108,0,
1404266,0,
1416240,0,
2352903,,22.59
2462521,,12.33
2900256,,3.49
3118765,,16.97
3305038,,5.49
3616915,,4.17
3712098,,8.71
3753964,,25.32
4011799,,6.24
4297917,0,
4302303,,5.61
4307275,0,
4323130,0,
4326145,0,
4326828,0,
4330785,,27.91
4333224,0,
4334018,0,
4366980,,3.58
4370940,,7.47
660404,11,
670818,1,
812101,,5.03
910681,4,
