sku,quantity,price
1263880,,3.49
1859022,,3.49
2205337,9,
2215811,5,
2300623,4,
2321751,4,
3074664,,6.50
3124796,,11.58
3277141,,12.73
3392105,,3.49
3596353,0,
3596841,0,
3597656,0,
3598393,0,
3599907,0,
3600144,0,
3600152,0,
3600773,0,
3601188,0,
3601768,0,
3602049,0,
3603053,0,
3604284,0,
3604414,0,
3606014,0,
3606203,0,
3606219,0,
3607291,0,
3607534,0,
3609328,0,
3651950,,4.12
3707202,,3.49
4086397,,3.49
4139085,,3.60
4171887,,4.22
4240192,,62.95
4279735,,6.19
4354987,,3.49
4363263,,3.76
833380,,4.17
