sku,quantity,price
1261246,,3.96
1262929,,3.60
1322084,,6.67
2620217,,4.10
2666891,,20.25
2829101,,15.31
3462647,,16.28
3618699,,4.03
3906768,,19.99
4014923,0,
4022529,0,
4028425,0,
4113061,,10.48
4129572,0,
4141723,0,
4167258,0,
4180150,0,
4187116,0,
4188026,0,
4188690,0,
4188935,0,
4196802,,4.00
4197068,0,
4202589,0,
4203459,0,
4212696,0,
4244342,,3.69
4270830,,3.73
4272926,0,
4279010,,12.29
4281000,0,
4281755,0,
4283942,,3.82
4289034,0,
4292871,,8.68
4295353,0,
4358164,,6.02
4374515,,10.97
663320,,3.49
842558,,16.75
