sku,quantity,price
1975479,1,3.88
2006963,4,
2188717,1,
2234926,1,
2744723,0,
2805554,0,
2869473,0,
3326824,3,3.49
3374560,4,4.24
3453860,2,4.23
3615366,2,
3673772,1,
3676144,5,
3677229,2,
3677548,2,
3729155,0,
3734736,0,
3737238,0,
3737591,0,
3746796,0,
3750587,0,
3751194,0,
3756763,0,
3757178,0,
3760734,0,
3762353,0,
3765120,0,
3768481,0,
3769121,0,
3774788,0,
3774962,0,
3777524,0,
3916255,,3.49
4036846,,17.42
4228411,3,4.23
4237147,,4.02
4317986,1,24.96
4359265,,3.49
4386800,,15.37
4388488,,6.66
