sku,quantity,price
1065207,0,
1341029,,15.20
1411859,0,
1457358,0,
1494887,0,
1627727,0,
1737495,0,
2167799,,4.14
2168808,0,
2218210,,4.20
2408996,0,
2409088,0,
2410144,0,
2411849,0,
2412170,0,
2694452,,4.10
2768226,0,
2999549,4,
3032617,6,
3212799,,8.30
3216973,,3.49
3541836,,17.38
3655669,5,
3657342,3,
3725483,4,
4063105,,8.71
4152101,,4.08
4230623,,152.78
4281952,0,
4282422,,3.49
4283821,,10.46
4284248,,6.09
4296075,0,
4299111,0,
4314562,0,
4329463,,5.34
651960,0,
729848,0,
747791,,5.75
943068,0,
