sku,quantity,price
1033232,,5.87
1526760,,6.61
1544985,,3.53
1948822,,8.28
2063582,,15.30
2223780,,4.00
2430244,,5.75
2519945,,10.84
2661001,,7.17
2818525,,6.44
3338869,,3.49
3601402,,4.23
3652119,,5.52
3843115,,3.92
4109482,,18.11
4132236,0,
4132445,0,
4133051,0,
4133117,0,
4134662,0,
4135133,0,
4138591,0,
4140851,0,
4141124,0,
4142650,0,
4142796,0,
4142999,0,
4144413,0,
4144914,0,
4147738,0,
4148596,0,
4148847,0,
4148976,0,
4151472,0,
4156362,0,
4199610,,55.31
4270177,,13.31
4302834,,3.96
4329215,,16.72
4351574,,4.12
