sku,quantity,price
1078604,,4.18
1295007,,3.98
1739630,,22.64
2208683,0,
2301379,,29.34
2404460,0,
2406978,,4.23
2408068,0,
3185736,,6.20
3255822,,82.68
3467666,,7.52
3486603,,10.73
3547220,,7.42
3616613,,4.88
3672724,0,
3683090,,3.49
3696709,,13.07
3737408,0,
3748123,,4.21
3875545,,25.09
3909240,0,
3920726,0,
3921300,0,
3925458,0,
3928597,0,
3932232,0,
3933150,0,
4068063,,7.43
4185572,,42.08
4299681,0,
4302566,0,
4302648,0,
4307324,0,
4308829,0,
4312034,0,
4318258,0,
4319453,0,
4342304,,8.31
4350709,,7.40
4351044,,10.17
